,0
209,2.0
210,4.0
211,2.0
212,3.0
213,1.0
214,4.0
215,4.0
216,0.0
217,5.0
218,3.0
219,5.0
220,1.0
221,4.0
222,3.0
223,4.0
224,2.0
225,1.0
226,3.0
227,7.0
228,1.0
229,6.0
230,3.0
231,3.0
232,5.0
233,3.0
234,2.0
235,11.0
236,3.0
237,9.0
238,3.0
239,7.0
240,8.0
241,11.0
242,7.0
243,7.0
244,11.0
245,3.0
246,4.0
247,7.0
248,7.0
249,1.0
250,7.0
251,7.0
252,7.0
253,7.0
254,7.0
255,3.0
256,7.0
257,7.0
258,9.0
259,3.0
260,7.0
261,7.0
262,7.0
263,3.0
264,4.0
265,1.0
266,9.0
267,4.0
268,9.0
269,4.0
270,7.0
271,7.0
272,4.0
273,11.0
274,3.0
275,2.0
276,5.0
277,1.0
278,4.0
279,8.0
280,7.0
281,3.0
282,5.0
283,7.0
284,4.0
285,3.0
286,7.0
287,3.0
288,7.0
289,3.0
290,3.0
291,11.0
292,4.0
293,9.0
294,7.0
295,4.0
296,3.0
297,4.0
298,5.0
299,2.0
300,7.0
301,5.0
302,7.0
303,3.0
304,7.0
305,7.0
306,8.0
307,4.0
308,3.0
309,5.0
310,11.0
311,7.0
312,3.0
313,11.0
314,7.0
315,3.0
316,3.0
317,9.0
318,9.0
319,4.0
320,3.0
321,5.0
322,5.0
323,3.0
324,3.0
325,3.0
326,5.0
327,6.0
328,7.0
329,8.0
330,3.0
331,7.0
332,3.0
333,3.0
334,3.0
335,3.0
336,2.0
337,3.0
338,4.0
339,7.0
340,3.0
341,3.0
342,7.0
343,3.0
344,7.0
345,2.0
346,7.0
347,3.0
348,3.0
349,7.0
350,3.0
351,7.0
352,4.0
353,8.0
354,6.0
355,4.0
356,3.0
357,2.0
358,4.0
359,2.0
360,11.0
361,7.0
362,4.0
363,7.0
364,4.0
365,6.0
366,7.0
367,3.0
368,3.0
369,7.0
370,11.0
371,5.0
372,4.0
373,4.0
374,2.0
375,4.0
376,7.0
377,3.0
378,7.0
379,4.0
380,7.0
381,3.0
382,3.0
383,7.0
384,3.0
385,3.0
386,4.0
387,7.0
388,8.0
389,3.0
390,3.0
391,3.0
392,7.0
393,5.0
394,7.0
395,3.0
396,5.0
397,11.0
398,5.0
399,11.0
400,5.0
401,7.0
402,7.0
403,11.0
404,11.0
405,3.0
406,7.0
407,7.0
408,7.0
409,11.0
410,7.0
411,11.0
412,3.0
413,7.0
414,3.0
415,7.0
416,7.0
417,8.0
418,3.0
419,4.0
420,11.0
421,7.0
422,7.0
423,7.0
424,7.0
425,3.0
426,2.0
427,7.0
428,9.0
429,4.0
430,7.0
431,2.0
432,5.0
433,6.0
434,8.0
435,4.0
436,2.0
437,7.0
438,11.0
439,2.0
440,3.0
441,11.0
442,2.0
443,4.0
444,11.0
445,3.0
446,7.0
447,2.0
448,11.0
449,7.0
450,7.0
451,7.0
452,7.0
453,7.0
454,3.0
455,2.0
456,5.0
457,3.0
458,4.0
459,8.0
460,5.0
461,8.0
462,7.0
463,4.0
464,7.0
465,2.0
466,3.0
467,7.0
468,7.0
469,7.0
470,3.0
471,7.0
472,3.0
473,4.0
474,7.0
475,3.0
476,3.0
477,11.0
478,7.0
479,2.0
480,3.0
481,7.0
482,4.0
483,3.0
484,7.0
485,11.0
486,6.0
487,1.0
488,8.0
489,4.0
490,7.0
491,11.0
492,7.0
493,3.0
494,4.0
495,8.0
496,11.0
497,2.0
498,7.0
499,11.0
500,3.0
501,7.0
502,3.0
503,3.0
504,11.0
505,3.0
506,7.0
507,7.0
508,2.0
509,4.0
510,3.0
511,11.0
512,7.0
513,7.0
514,3.0
515,7.0
516,11.0
517,7.0
518,7.0
519,7.0
520,7.0
521,5.0
522,11.0
523,7.0
524,2.0
525,3.0
526,7.0
527,7.0
528,7.0
529,3.0
530,7.0
531,3.0
532,5.0
533,3.0
534,3.0
535,3.0
536,5.0
537,11.0
538,2.0
539,3.0
540,7.0
541,6.0
542,7.0
543,3.0
544,7.0
545,3.0
546,7.0
547,7.0
548,7.0
549,6.0
550,3.0
551,7.0
552,7.0
553,7.0
554,7.0
555,11.0
556,3.0
557,7.0
558,7.0
559,7.0
560,7.0
561,7.0
562,3.0
563,7.0
564,3.0
565,11.0
566,7.0
567,3.0
568,7.0
569,3.0
570,7.0
571,11.0
572,2.0
573,3.0
574,7.0
575,1.0
576,11.0
577,4.0
578,9.0
579,7.0
580,7.0
581,11.0
582,3.0
583,7.0
584,7.0
585,7.0
586,7.0
587,1.0
588,11.0
589,4.0
590,8.0
591,6.0
592,3.0
593,11.0
594,9.0
595,6.0
596,7.0
597,11.0
598,7.0
599,7.0
600,11.0
601,11.0
602,11.0
603,3.0
604,7.0
605,4.0
606,7.0
607,4.0
608,4.0
609,3.0
610,11.0
611,7.0
612,3.0
613,11.0
614,7.0
615,8.0
616,7.0
617,3.0
618,11.0
619,7.0
620,7.0
621,11.0
622,11.0
623,7.0
624,7.0
625,7.0
626,11.0
627,10.0
628,11.0
629,7.0
630,3.0
631,7.0
632,2.0
633,3.0
634,7.0
635,7.0
636,6.0
637,11.0
638,4.0
639,7.0
640,11.0
641,7.0
642,3.0
643,7.0
644,11.0
645,11.0
646,5.0
647,5.0
648,3.0
649,7.0
650,3.0
651,7.0
652,7.0
653,5.0
654,7.0
655,7.0
656,6.0
657,4.0
658,7.0
659,11.0
660,7.0
661,2.0
662,2.0
663,3.0
664,7.0
665,7.0
666,11.0
667,11.0
668,4.0
669,7.0
670,7.0
671,3.0
672,3.0
673,7.0
674,7.0
675,3.0
676,8.0
677,11.0
678,3.0
679,11.0
680,3.0
681,7.0
682,5.0
683,3.0
684,7.0
685,7.0
686,7.0
687,7.0
688,3.0
689,11.0
690,3.0
691,7.0
692,7.0
693,3.0
694,8.0
695,11.0
696,9.0
697,3.0
698,11.0
699,7.0
700,9.0
701,7.0
702,7.0
703,8.0
704,7.0
705,3.0
706,5.0
707,1.0
708,3.0
709,7.0
710,7.0
711,3.0
712,1.0
713,2.0
714,11.0
715,7.0
716,7.0
717,3.0
718,4.0
719,4.0
720,5.0
721,7.0
722,5.0
723,3.0
724,4.0
725,4.0
726,6.0
727,8.0
728,7.0
729,9.0
730,4.0
731,3.0
732,3.0
733,7.0
734,10.0
735,7.0
736,11.0
737,7.0
738,5.0
739,11.0
740,11.0
741,8.0
742,3.0
743,3.0
744,11.0
745,3.0
746,3.0
747,11.0
748,3.0
749,3.0
750,7.0
751,5.0
752,5.0
753,3.0
754,5.0
755,7.0
756,7.0
757,7.0
758,11.0
759,7.0
760,7.0
