1 Episodes_174 Frames: Average reward over all Episodes: 1.0
2600 Episodes_714680 Frames: Average reward over last 100 Episodes: 14.31
2650 Episodes_739512 Frames: Average reward over last 100 Episodes: 16.38
2700 Episodes_765328 Frames: Average reward over last 100 Episodes: 17.71
2750 Episodes_792047 Frames: Average reward over last 100 Episodes: 18.12
2800 Episodes_818727 Frames: Average reward over last 100 Episodes: 17.95
2850 Episodes_846239 Frames: Average reward over last 100 Episodes: 19.07
2900 Episodes_873410 Frames: Average reward over last 100 Episodes: 20.37
2950 Episodes_899160 Frames: Average reward over last 100 Episodes: 19.0
3000 Episodes_916421 Frames: Average reward over last 100 Episodes: 14.27
3050 Episodes_944556 Frames: Average reward over last 100 Episodes: 15.94
3100 Episodes_973895 Frames: Average reward over last 100 Episodes: 21.18
3150 Episodes_1002929 Frames: Average reward over last 100 Episodes: 22.09
3200 Episodes_1033121 Frames: Average reward over last 100 Episodes: 22.77
3250 Episodes_1064395 Frames: Average reward over last 100 Episodes: 23.8
3300 Episodes_1095761 Frames: Average reward over last 100 Episodes: 24.82
3350 Episodes_1128326 Frames: Average reward over last 100 Episodes: 26.37
3400 Episodes_1161850 Frames: Average reward over last 100 Episodes: 28.31
3450 Episodes_1195251 Frames: Average reward over last 100 Episodes: 28.96
3500 Episodes_1224798 Frames: Average reward over last 100 Episodes: 27.49
3550 Episodes_1229848 Frames: Average reward over last 100 Episodes: 12.88
3600 Episodes_1234898 Frames: Average reward over last 100 Episodes: 0.0
3650 Episodes_1239948 Frames: Average reward over last 100 Episodes: 0.0
3700 Episodes_1245438 Frames: Average reward over last 100 Episodes: 0.14
3750 Episodes_1271048 Frames: Average reward over last 100 Episodes: 10.38
3800 Episodes_1307525 Frames: Average reward over last 100 Episodes: 28.77
3850 Episodes_1342811 Frames: Average reward over last 100 Episodes: 38.32
3900 Episodes_1380197 Frames: Average reward over last 100 Episodes: 41.4
3950 Episodes_1417582 Frames: Average reward over last 100 Episodes: 42.6
4000 Episodes_1455676 Frames: Average reward over last 100 Episodes: 42.95
4050 Episodes_1493933 Frames: Average reward over last 100 Episodes: 42.91
4100 Episodes_1533421 Frames: Average reward over last 100 Episodes: 48.88
4150 Episodes_1574478 Frames: Average reward over last 100 Episodes: 48.62
4200 Episodes_1618089 Frames: Average reward over last 100 Episodes: 49.73
4250 Episodes_1658056 Frames: Average reward over last 100 Episodes: 57.26
4300 Episodes_1677958 Frames: Average reward over last 100 Episodes: 36.75
4350 Episodes_1716680 Frames: Average reward over last 100 Episodes: 38.12
4400 Episodes_1757192 Frames: Average reward over last 100 Episodes: 56.16
4450 Episodes_1799843 Frames: Average reward over last 100 Episodes: 60.27
4500 Episodes_1843504 Frames: Average reward over last 100 Episodes: 66.61
4550 Episodes_1887996 Frames: Average reward over last 100 Episodes: 65.67
4600 Episodes_1937886 Frames: Average reward over last 100 Episodes: 76.14
4650 Episodes_1983604 Frames: Average reward over last 100 Episodes: 71.75
4700 Episodes_2028222 Frames: Average reward over last 100 Episodes: 66.26
4750 Episodes_2076574 Frames: Average reward over last 100 Episodes: 79.46
4800 Episodes_2124303 Frames: Average reward over last 100 Episodes: 81.16
4850 Episodes_2174523 Frames: Average reward over last 100 Episodes: 90.62
4900 Episodes_2222328 Frames: Average reward over last 100 Episodes: 88.53
4950 Episodes_2274911 Frames: Average reward over last 100 Episodes: 87.67
5000 Episodes_2329434 Frames: Average reward over last 100 Episodes: 113.94
5050 Episodes_2383230 Frames: Average reward over last 100 Episodes: 113.47
5100 Episodes_2436962 Frames: Average reward over last 100 Episodes: 103.49
5150 Episodes_2493036 Frames: Average reward over last 100 Episodes: 125.18
5200 Episodes_2546219 Frames: Average reward over last 100 Episodes: 119.23
5250 Episodes_2596143 Frames: Average reward over last 100 Episodes: 106.89
5300 Episodes_2651962 Frames: Average reward over last 100 Episodes: 115.37
5450 Episodes_2813087 Frames: Average reward over last 100 Episodes: 104.53
5500 Episodes_2861198 Frames: Average reward over last 100 Episodes: 96.06
5550 Episodes_2916658 Frames: Average reward over last 100 Episodes: 94.02
5600 Episodes_2974997 Frames: Average reward over last 100 Episodes: 108.16
5650 Episodes_3030448 Frames: Average reward over last 100 Episodes: 107.66
5700 Episodes_3086143 Frames: Average reward over last 100 Episodes: 107.55
5750 Episodes_3139989 Frames: Average reward over last 100 Episodes: 106.39
5800 Episodes_3191150 Frames: Average reward over last 100 Episodes: 91.41
5850 Episodes_3201809 Frames: Average reward over last 100 Episodes: 48.34
5900 Episodes_3206859 Frames: Average reward over last 100 Episodes: 4.84
5950 Episodes_3212415 Frames: Average reward over last 100 Episodes: 0.2
6000 Episodes_3217465 Frames: Average reward over last 100 Episodes: 0.2
6050 Episodes_3222515 Frames: Average reward over last 100 Episodes: 0.0
6100 Episodes_3227565 Frames: Average reward over last 100 Episodes: 0.0
6150 Episodes_3232615 Frames: Average reward over last 100 Episodes: 0.0
6200 Episodes_3237665 Frames: Average reward over last 100 Episodes: 0.0
6250 Episodes_3242715 Frames: Average reward over last 100 Episodes: 0.0
6300 Episodes_3247765 Frames: Average reward over last 100 Episodes: 0.0
6350 Episodes_3252815 Frames: Average reward over last 100 Episodes: 0.0
6400 Episodes_3257865 Frames: Average reward over last 100 Episodes: 0.0
6450 Episodes_3262915 Frames: Average reward over last 100 Episodes: 0.0
6500 Episodes_3267965 Frames: Average reward over last 100 Episodes: 0.0
6550 Episodes_3273015 Frames: Average reward over last 100 Episodes: 0.0
6600 Episodes_3278065 Frames: Average reward over last 100 Episodes: 0.0
6650 Episodes_3283115 Frames: Average reward over last 100 Episodes: 0.0
6700 Episodes_3288165 Frames: Average reward over last 100 Episodes: 0.0
6750 Episodes_3293215 Frames: Average reward over last 100 Episodes: 0.0
6800 Episodes_3298265 Frames: Average reward over last 100 Episodes: 0.0
6850 Episodes_3303315 Frames: Average reward over last 100 Episodes: 0.0
6900 Episodes_3308365 Frames: Average reward over last 100 Episodes: 0.0
6950 Episodes_3313415 Frames: Average reward over last 100 Episodes: 0.0
7000 Episodes_3318465 Frames: Average reward over last 100 Episodes: 0.0
7050 Episodes_3323515 Frames: Average reward over last 100 Episodes: 0.0
7100 Episodes_3328565 Frames: Average reward over last 100 Episodes: 0.0
7150 Episodes_3333615 Frames: Average reward over last 100 Episodes: 0.0
7200 Episodes_3338665 Frames: Average reward over last 100 Episodes: 0.0
7250 Episodes_3343715 Frames: Average reward over last 100 Episodes: 0.0
7300 Episodes_3348765 Frames: Average reward over last 100 Episodes: 0.0
7350 Episodes_3353815 Frames: Average reward over last 100 Episodes: 0.0
