,0
805,8.0
806,7.0
807,7.0
808,3.0
809,6.0
810,3.0
811,11.0
812,11.0
813,3.0
814,7.0
815,8.0
816,7.0
817,7.0
818,9.0
819,5.0
820,11.0
821,7.0
822,7.0
823,7.0
824,3.0
825,5.0
826,12.0
827,6.0
828,7.0
829,7.0
830,3.0
831,8.0
832,6.0
833,11.0
834,6.0
835,7.0
836,4.0
837,7.0
838,7.0
839,4.0
840,7.0
841,3.0
842,3.0
843,3.0
844,5.0
845,7.0
846,2.0
847,3.0
848,5.0
849,7.0
850,4.0
851,7.0
852,7.0
853,11.0
854,11.0
855,11.0
856,9.0
857,5.0
858,8.0
859,7.0
860,7.0
861,3.0
862,7.0
863,9.0
864,4.0
865,9.0
866,7.0
867,11.0
868,11.0
869,8.0
870,7.0
871,7.0
872,5.0
873,7.0
874,3.0
875,9.0
876,4.0
877,11.0
878,7.0
879,7.0
880,8.0
881,5.0
882,11.0
883,4.0
884,3.0
885,4.0
886,7.0
887,7.0
888,11.0
889,7.0
890,8.0
891,7.0
892,7.0
893,1.0
894,7.0
895,7.0
896,5.0
897,11.0
898,11.0
899,2.0
900,7.0
901,3.0
902,7.0
903,11.0
904,4.0
905,3.0
906,4.0
907,3.0
908,7.0
909,7.0
910,3.0
911,11.0
912,9.0
913,7.0
914,7.0
915,3.0
916,2.0
917,3.0
918,7.0
919,7.0
920,4.0
921,6.0
922,8.0
923,3.0
924,10.0
925,11.0
926,12.0
927,8.0
928,7.0
929,3.0
930,7.0
931,5.0
932,4.0
933,8.0
934,7.0
935,8.0
936,7.0
937,8.0
938,4.0
939,5.0
940,7.0
941,9.0
942,8.0
943,3.0
944,3.0
945,3.0
946,3.0
947,7.0
948,7.0
949,7.0
950,8.0
951,11.0
952,5.0
953,7.0
954,10.0
955,7.0
956,3.0
957,4.0
958,7.0
959,7.0
960,3.0
961,3.0
962,3.0
963,7.0
964,4.0
965,3.0
966,7.0
967,11.0
968,2.0
969,3.0
970,5.0
971,5.0
972,7.0
973,7.0
974,11.0
975,11.0
976,3.0
977,3.0
978,3.0
979,5.0
980,7.0
981,4.0
982,6.0
983,8.0
984,7.0
985,11.0
986,11.0
987,8.0
988,6.0
989,7.0
990,7.0
991,11.0
992,8.0
993,6.0
994,8.0
995,8.0
996,5.0
997,3.0
998,1.0
999,7.0
1000,11.0
1001,4.0
1002,7.0
1003,7.0
1004,7.0
1005,3.0
1006,11.0
1007,7.0
1008,3.0
1009,8.0
1010,8.0
1011,11.0
1012,5.0
1013,2.0
1014,7.0
1015,7.0
1016,11.0
1017,2.0
1018,8.0
1019,7.0
1020,11.0
1021,11.0
1022,11.0
1023,7.0
