1 Episodes_225 Frames: Average reward over all Episodes: 2.0
2 Episodes_416 Frames: Average reward over all Episodes: 2.0
3 Episodes_561 Frames: Average reward over all Episodes: 1.3333333333333333
4 Episodes_743 Frames: Average reward over all Episodes: 1.25
5 Episodes_1014 Frames: Average reward over all Episodes: 1.8
6 Episodes_1148 Frames: Average reward over all Episodes: 1.5
7 Episodes_1419 Frames: Average reward over all Episodes: 1.8571428571428572
8 Episodes_1710 Frames: Average reward over all Episodes: 2.0
9 Episodes_1840 Frames: Average reward over all Episodes: 1.7777777777777777
10 Episodes_1990 Frames: Average reward over all Episodes: 1.6
11 Episodes_2118 Frames: Average reward over all Episodes: 1.4545454545454546
12 Episodes_2248 Frames: Average reward over all Episodes: 1.3333333333333333
13 Episodes_2398 Frames: Average reward over all Episodes: 1.2307692307692308
14 Episodes_2537 Frames: Average reward over all Episodes: 1.1428571428571428
15 Episodes_2729 Frames: Average reward over all Episodes: 1.2
16 Episodes_2884 Frames: Average reward over all Episodes: 1.1875
17 Episodes_3065 Frames: Average reward over all Episodes: 1.1764705882352942
18 Episodes_3222 Frames: Average reward over all Episodes: 1.1666666666666667
19 Episodes_3353 Frames: Average reward over all Episodes: 1.105263157894737
20 Episodes_3485 Frames: Average reward over all Episodes: 1.05
21 Episodes_3687 Frames: Average reward over all Episodes: 1.0952380952380953
22 Episodes_3848 Frames: Average reward over all Episodes: 1.0909090909090908
23 Episodes_4129 Frames: Average reward over all Episodes: 1.173913043478261
24 Episodes_4258 Frames: Average reward over all Episodes: 1.125
25 Episodes_4391 Frames: Average reward over all Episodes: 1.08
26 Episodes_4530 Frames: Average reward over all Episodes: 1.0384615384615385
27 Episodes_4689 Frames: Average reward over all Episodes: 1.037037037037037
28 Episodes_4924 Frames: Average reward over all Episodes: 1.1071428571428572
29 Episodes_5102 Frames: Average reward over all Episodes: 1.103448275862069
30 Episodes_5267 Frames: Average reward over all Episodes: 1.1
31 Episodes_5415 Frames: Average reward over all Episodes: 1.064516129032258
32 Episodes_5553 Frames: Average reward over all Episodes: 1.03125
33 Episodes_5777 Frames: Average reward over all Episodes: 1.0606060606060606
34 Episodes_5912 Frames: Average reward over all Episodes: 1.0294117647058822
35 Episodes_6072 Frames: Average reward over all Episodes: 1.0285714285714285
36 Episodes_6201 Frames: Average reward over all Episodes: 1.0
37 Episodes_6363 Frames: Average reward over all Episodes: 1.0
38 Episodes_6500 Frames: Average reward over all Episodes: 0.9736842105263158
39 Episodes_6725 Frames: Average reward over all Episodes: 1.0
40 Episodes_6880 Frames: Average reward over all Episodes: 1.0
41 Episodes_7091 Frames: Average reward over all Episodes: 1.024390243902439
42 Episodes_7322 Frames: Average reward over all Episodes: 1.0476190476190477
43 Episodes_7453 Frames: Average reward over all Episodes: 1.0232558139534884
44 Episodes_7654 Frames: Average reward over all Episodes: 1.0454545454545454
45 Episodes_7860 Frames: Average reward over all Episodes: 1.0666666666666667
46 Episodes_8039 Frames: Average reward over all Episodes: 1.065217391304348
47 Episodes_8180 Frames: Average reward over all Episodes: 1.0425531914893618
48 Episodes_8418 Frames: Average reward over all Episodes: 1.0833333333333333
49 Episodes_8624 Frames: Average reward over all Episodes: 1.1020408163265305
50 Episodes_8878 Frames: Average reward over all Episodes: 1.14
100 Episodes_17381 Frames: Average reward over all Episodes: 1.03
150 Episodes_25664 Frames: Average reward over last 100 Episodes: 0.91
200 Episodes_34826 Frames: Average reward over last 100 Episodes: 1.18
250 Episodes_46205 Frames: Average reward over last 100 Episodes: 2.44
300 Episodes_59458 Frames: Average reward over last 100 Episodes: 4.59
350 Episodes_72144 Frames: Average reward over last 100 Episodes: 5.41
400 Episodes_84436 Frames: Average reward over last 100 Episodes: 5.11
450 Episodes_97195 Frames: Average reward over last 100 Episodes: 5.33
500 Episodes_109929 Frames: Average reward over last 100 Episodes: 5.58
550 Episodes_122954 Frames: Average reward over last 100 Episodes: 5.77
600 Episodes_135860 Frames: Average reward over last 100 Episodes: 5.8
650 Episodes_148919 Frames: Average reward over last 100 Episodes: 5.96
700 Episodes_162117 Frames: Average reward over last 100 Episodes: 6.38
750 Episodes_174807 Frames: Average reward over last 100 Episodes: 5.82
800 Episodes_187932 Frames: Average reward over last 100 Episodes: 5.66
850 Episodes_201318 Frames: Average reward over last 100 Episodes: 6.18
900 Episodes_214839 Frames: Average reward over last 100 Episodes: 6.62
950 Episodes_228276 Frames: Average reward over last 100 Episodes: 6.63
1000 Episodes_242024 Frames: Average reward over last 100 Episodes: 6.21
1050 Episodes_255454 Frames: Average reward over last 100 Episodes: 6.69
1100 Episodes_269121 Frames: Average reward over last 100 Episodes: 7.07
1150 Episodes_282950 Frames: Average reward over last 100 Episodes: 7.16
1200 Episodes_297409 Frames: Average reward over last 100 Episodes: 7.69
1250 Episodes_311547 Frames: Average reward over last 100 Episodes: 8.11
1300 Episodes_324985 Frames: Average reward over last 100 Episodes: 7.84
1350 Episodes_339406 Frames: Average reward over last 100 Episodes: 8.16
1400 Episodes_353464 Frames: Average reward over last 100 Episodes: 8.42
1450 Episodes_367564 Frames: Average reward over last 100 Episodes: 8.6
1500 Episodes_382263 Frames: Average reward over last 100 Episodes: 9.01
1550 Episodes_396703 Frames: Average reward over last 100 Episodes: 8.92
1600 Episodes_411487 Frames: Average reward over last 100 Episodes: 9.47
1650 Episodes_426230 Frames: Average reward over last 100 Episodes: 9.52
1700 Episodes_441554 Frames: Average reward over last 100 Episodes: 8.72
1750 Episodes_456474 Frames: Average reward over last 100 Episodes: 8.69
1800 Episodes_472389 Frames: Average reward over last 100 Episodes: 9.25
1850 Episodes_488417 Frames: Average reward over last 100 Episodes: 9.44
1900 Episodes_505310 Frames: Average reward over last 100 Episodes: 8.96
1950 Episodes_521206 Frames: Average reward over last 100 Episodes: 8.8
2000 Episodes_539222 Frames: Average reward over last 100 Episodes: 9.75
2050 Episodes_556740 Frames: Average reward over last 100 Episodes: 10.23
2100 Episodes_576973 Frames: Average reward over last 100 Episodes: 10.96
2150 Episodes_596989 Frames: Average reward over last 100 Episodes: 11.87
2200 Episodes_618570 Frames: Average reward over last 100 Episodes: 12.22
2250 Episodes_623620 Frames: Average reward over last 100 Episodes: 6.31
2300 Episodes_628828 Frames: Average reward over last 100 Episodes: 0.0
2350 Episodes_633878 Frames: Average reward over last 100 Episodes: 0.0
2400 Episodes_639252 Frames: Average reward over last 100 Episodes: 0.0
2450 Episodes_659205 Frames: Average reward over last 100 Episodes: 5.91
2500 Episodes_678922 Frames: Average reward over last 100 Episodes: 12.05
2550 Episodes_702269 Frames: Average reward over last 100 Episodes: 13.59
2600 Episodes_727673 Frames: Average reward over last 100 Episodes: 15.66
2650 Episodes_753580 Frames: Average reward over last 100 Episodes: 17.61
2700 Episodes_780268 Frames: Average reward over last 100 Episodes: 18.62
2750 Episodes_806704 Frames: Average reward over last 100 Episodes: 18.38
2800 Episodes_834075 Frames: Average reward over last 100 Episodes: 18.81
2850 Episodes_862482 Frames: Average reward over last 100 Episodes: 19.24
2900 Episodes_890326 Frames: Average reward over last 100 Episodes: 20.17
2950 Episodes_902508 Frames: Average reward over last 100 Episodes: 13.63
3000 Episodes_929290 Frames: Average reward over last 100 Episodes: 12.91
3050 Episodes_959593 Frames: Average reward over last 100 Episodes: 21.19
3100 Episodes_990260 Frames: Average reward over last 100 Episodes: 22.86
3150 Episodes_1021846 Frames: Average reward over last 100 Episodes: 23.21
3200 Episodes_1053405 Frames: Average reward over last 100 Episodes: 24.09
3250 Episodes_1087051 Frames: Average reward over last 100 Episodes: 26.89
3300 Episodes_1120691 Frames: Average reward over last 100 Episodes: 27.74
3350 Episodes_1153420 Frames: Average reward over last 100 Episodes: 26.82
3400 Episodes_1187281 Frames: Average reward over last 100 Episodes: 28.39
3450 Episodes_1218693 Frames: Average reward over last 100 Episodes: 27.83
3500 Episodes_1223743 Frames: Average reward over last 100 Episodes: 13.0
3550 Episodes_1228793 Frames: Average reward over last 100 Episodes: 0.0
3600 Episodes_1233843 Frames: Average reward over last 100 Episodes: 0.0
3650 Episodes_1239110 Frames: Average reward over last 100 Episodes: 0.04
3700 Episodes_1263797 Frames: Average reward over last 100 Episodes: 10.31
3750 Episodes_1300103 Frames: Average reward over last 100 Episodes: 27.57
3800 Episodes_1336136 Frames: Average reward over last 100 Episodes: 34.28
3850 Episodes_1373543 Frames: Average reward over last 100 Episodes: 37.1
