1 Episodes_174 Frames: Average reward over all Episodes: 1.0
2600 Episodes_713549 Frames: Average reward over last 100 Episodes: 14.34
2650 Episodes_738454 Frames: Average reward over last 100 Episodes: 16.62
2700 Episodes_765855 Frames: Average reward over last 100 Episodes: 18.43
2750 Episodes_792885 Frames: Average reward over last 100 Episodes: 18.95
2800 Episodes_818189 Frames: Average reward over last 100 Episodes: 18.07
2850 Episodes_845212 Frames: Average reward over last 100 Episodes: 18.89
2900 Episodes_873911 Frames: Average reward over last 100 Episodes: 20.28
2950 Episodes_901064 Frames: Average reward over last 100 Episodes: 20.42
3000 Episodes_916207 Frames: Average reward over last 100 Episodes: 14.43
3050 Episodes_945033 Frames: Average reward over last 100 Episodes: 15.14
3100 Episodes_976069 Frames: Average reward over last 100 Episodes: 22.4
3150 Episodes_1006238 Frames: Average reward over last 100 Episodes: 23.53
3200 Episodes_1036671 Frames: Average reward over last 100 Episodes: 23.72
3250 Episodes_1067666 Frames: Average reward over last 100 Episodes: 24.82
3300 Episodes_1099085 Frames: Average reward over last 100 Episodes: 26.03
3350 Episodes_1130320 Frames: Average reward over last 100 Episodes: 26.22
3400 Episodes_1163292 Frames: Average reward over last 100 Episodes: 28.6
3450 Episodes_1196565 Frames: Average reward over last 100 Episodes: 29.92
3500 Episodes_1228514 Frames: Average reward over last 100 Episodes: 27.74
3550 Episodes_1233564 Frames: Average reward over last 100 Episodes: 13.17
3600 Episodes_1238614 Frames: Average reward over last 100 Episodes: 0.0
3650 Episodes_1243664 Frames: Average reward over last 100 Episodes: 0.0
3700 Episodes_1248714 Frames: Average reward over last 100 Episodes: 0.0
3750 Episodes_1274651 Frames: Average reward over last 100 Episodes: 11.12
3800 Episodes_1311263 Frames: Average reward over last 100 Episodes: 27.48
3850 Episodes_1348832 Frames: Average reward over last 100 Episodes: 36.78
3900 Episodes_1386336 Frames: Average reward over last 100 Episodes: 40.53
3950 Episodes_1424041 Frames: Average reward over last 100 Episodes: 40.28
4000 Episodes_1463166 Frames: Average reward over last 100 Episodes: 42.38
4050 Episodes_1502487 Frames: Average reward over last 100 Episodes: 44.02
4100 Episodes_1540178 Frames: Average reward over last 100 Episodes: 44.67
4150 Episodes_1581040 Frames: Average reward over last 100 Episodes: 47.09
4200 Episodes_1623358 Frames: Average reward over last 100 Episodes: 54.1
4250 Episodes_1663235 Frames: Average reward over last 100 Episodes: 56.26
4300 Episodes_1683727 Frames: Average reward over last 100 Episodes: 35.86
4350 Episodes_1722470 Frames: Average reward over last 100 Episodes: 40.3
4400 Episodes_1764899 Frames: Average reward over last 100 Episodes: 56.12
4450 Episodes_1808295 Frames: Average reward over last 100 Episodes: 59.34
4500 Episodes_1852322 Frames: Average reward over last 100 Episodes: 68.39
4550 Episodes_1899598 Frames: Average reward over last 100 Episodes: 66.09
4600 Episodes_1946307 Frames: Average reward over last 100 Episodes: 75.85
4650 Episodes_1994277 Frames: Average reward over last 100 Episodes: 87.4
4700 Episodes_2038335 Frames: Average reward over last 100 Episodes: 81.54
4750 Episodes_2084889 Frames: Average reward over last 100 Episodes: 76.13
4800 Episodes_2129877 Frames: Average reward over last 100 Episodes: 71.49
4850 Episodes_2179724 Frames: Average reward over last 100 Episodes: 81.44
4900 Episodes_2230147 Frames: Average reward over last 100 Episodes: 85.95
4950 Episodes_2281563 Frames: Average reward over last 100 Episodes: 90.04
5000 Episodes_2331637 Frames: Average reward over last 100 Episodes: 100.56
5050 Episodes_2380930 Frames: Average reward over last 100 Episodes: 90.91
5100 Episodes_2431632 Frames: Average reward over last 100 Episodes: 94.58
5150 Episodes_2483176 Frames: Average reward over last 100 Episodes: 114.96
5200 Episodes_2539201 Frames: Average reward over last 100 Episodes: 131.94
5250 Episodes_2584547 Frames: Average reward over last 100 Episodes: 119.43
5300 Episodes_2636169 Frames: Average reward over last 100 Episodes: 89.61
5350 Episodes_2688753 Frames: Average reward over last 100 Episodes: 94.79
